symbol,entry_time,entry_price,exit_time,exit_price,initial_stop,stop_updates_count,pnl,pnl_pct,exit_reason,entry_conditions
CZCE.PL605,2026-01-12 09:15:00.000000,6026.0,2026-01-12 21:35:00.000000,6039.0,5985.00,2,260.00,0.22%,初始止损 (前一个绿柱堆低点:5985.00 (低于前前:6011.00)),60m 底背离确认 (低:5920.00→5969.00) + 5m 红柱+阳柱确认 [绿柱堆内 DIF 拐头]
CZCE.PL605,2026-01-13 14:15:00.000000,6064.0,2026-01-16 14:05:00.000000,6074.0,6027.00,6,200.00,0.16%,初始止损 (前一个绿柱堆低点:6027.00 (低于前前:6059.00)),60m 底背离确认 (低:6027.00→6052.00) + 5m 红柱+阳柱确认 [绿柱堆内 DIF 拐头]
CZCE.PL605,2026-01-27 22:25:00.000000,6290.0,2026-01-30 09:05:00.000000,6383.0,6214.00,7,1860.00,1.48%,初始止损 (前一个绿柱堆低点:6214.00 (低于前前:6226.00)),60m 底背离确认 (低:5975.00→6214.00) + 5m 红柱+阳柱确认 [绿柱堆内 DIF 拐头]
CZCE.PL605,2026-02-10 09:00:00.000000,6159.0,2026-02-11 22:55:00.000000,6264.0,6125.00,4,2100.00,1.70%,初始止损 (前一个绿柱堆低点:6125.00 (低于前前:6179.00)),60m 底背离确认 (低:6097.00→6125.00) + 5m 红柱+阳柱确认 [绿柱堆内 DIF 拐头]
CZCE.PL605,2026-02-12 11:25:00.000000,6273.0,2026-02-12 14:15:00.000000,6255.0,6249.00,2,-360.00,-0.29%,初始止损 (前前绿柱堆 K 线低点:6249.00),红柱堆底部抬升 (绿柱低:6125.00→红柱拐头低:6249.00) + 5m 红柱+阳柱确认 [红柱堆内 DIF 拐头]
CZCE.PL605,2026-02-25 22:10:00.000000,6367.0,2026-02-26 13:35:00.000000,6311.0,6308.00,2,-1120.00,-0.88%,初始止损 (前前绿柱堆 K 线低点:6308.00),红柱堆底部抬升 (绿柱低:6091.00→红柱拐头低:6308.00) + 5m 红柱+阳柱确认 [红柱堆内 DIF 拐头]
CZCE.PL605,2026-02-27 22:05:00.000000,6259.0,2026-03-04 09:00:00.000000,6850.0,6175.00,8,11820.00,9.44%,初始止损 (前前绿柱堆 K 线低点:6175.00),60m 底背离确认 (低:6091.00→6174.00) + 5m 红柱+阳柱确认 [绿柱堆内 DIF 拐头]
CZCE.PL605,2026-03-04 14:15:00.000000,7112.0,2026-03-10 09:00:00.000000,7651.0,6756.00,6,10780.00,7.58%,初始止损 (前一个绿柱堆低点:6756.00 (低于前前:6868.00)),红柱堆底部抬升 (绿柱低:6174.00→红柱拐头低:6759.00) + 5m 红柱+阳柱确认 [红柱堆内 DIF 拐头]
CZCE.PL605,2026-03-11 11:25:00.000000,7781.0,2026-03-13 21:00:00.000000,8180.0,7190.00,5,7980.00,5.13%,初始止损 (前一个绿柱堆低点:7190.00 (低于前前:7475.00)),60m 底背离确认 (低:7076.00→7097.00) + 5m 红柱+阳柱确认 [绿柱堆内 DIF 拐头]
CZCE.PL605,2026-03-18 22:10:00,8720.0,2026-03-19 21:05:00,8846.0,8210.00,3,2520.00,1.44%,初始止损 (前一个绿柱堆低点:8210.00 (低于前前:8250.00)),60m 底背离确认 (低:8041.00→8155.00) + 5m 红柱+阳柱确认 [绿柱堆内 DIF 拐头]
CZCE.PL605,2026-03-30 22:00:00,9050.0,2026-03-31 09:10:00,8913.0,8913.00,1,-2740.00,-1.51%,初始止损 (前一个绿柱堆低点:8913.00 (低于前前:9102.00)),红柱堆底部抬升 (绿柱低:8391.00→红柱拐头低:8876.00) + 5m 红柱+阳柱确认 [红柱堆内 DIF 拐头]
CZCE.PL605,2026-03-31 23:00:00,8911.0,2026-04-01 09:05:00,8722.0,8722.00,1,-3780.00,-2.12%,初始止损 (前前绿柱堆 K 线低点:8722.00),60m 底背离确认 (低:8391.00→8485.00) + 5m 红柱+阳柱确认 [绿柱堆内 DIF 拐头]
CZCE.PL605,2026-04-01 09:10:00,8750.0,2026-04-01 09:20:00,8722.0,8722.00,1,-560.00,-0.32%,初始止损 (前前绿柱堆 K 线低点:8722.00),60m 底背离确认 (低:8391.00→8485.00) + 5m 红柱+阳柱确认 [绿柱堆内 DIF 拐头]
CZCE.PL605,2026-04-02 10:00:00,8837.0,2026-04-08 09:05:00,9277.0,8485.00,4,8800.00,4.98%,初始止损 (前一个绿柱堆低点:8485.00 (低于前前:8679.00)),60m 底背离确认 (低:8391.00→8485.00) + 5m 红柱+阳柱确认 [绿柱堆内 DIF 拐头]
CZCE.PR605,2025-11-26 10:30:00.000000,5784.0,2025-11-27 09:20:00.000000,5772.0,5740.00,2,-360.00,-0.21%,初始止损 (前一个绿柱堆低点:5740.00 (低于前前:5760.00)),60m 底背离确认 (低:5718.00→5740.00) + 5m 红柱+阳柱确认 [绿柱堆内 DIF 拐头]
CZCE.PR605,2026-01-07 14:50:00.000000,6062.0,2026-01-08 21:00:00.000000,5992.0,5990.00,2,-2100.00,-1.15%,初始止损 (前一个绿柱堆低点:5990.00 (低于前前:6028.00)),红柱堆底部抬升 (绿柱低:5924.00→红柱拐头低:5990.00) + 5m 红柱+阳柱确认 [红柱堆内 DIF 拐头]
CZCE.PR605,2026-01-09 10:45:00.000000,6038.0,2026-01-14 13:55:00.000000,6090.0,5976.00,6,1560.00,0.86%,初始止损 (前前绿柱堆 K 线低点:5976.00),60m 底背离确认 (低:5924.00→5976.00) + 5m 红柱+阳柱确认 [绿柱堆内 DIF 拐头]
CZCE.PR605,2026-01-14 14:00:00.000000,6112.0,2026-01-15 09:00:00.000000,6090.0,6090.00,1,-660.00,-0.36%,初始止损 (前一个绿柱堆低点:6090.00 (低于前前:6116.00)),红柱堆底部抬升 (绿柱低:5976.00→红柱拐头低:6090.00) + 5m 红柱+阳柱确认 [红柱堆内 DIF 拐头]
CZCE.PR605,2026-01-28 13:45:00.000000,6350.0,2026-01-28 21:10:00.000000,6294.0,6294.00,1,-1680.00,-0.88%,初始止损 (前前绿柱堆 K 线低点:6294.00),60m 底背离确认 (低:5940.00→6216.00) + 5m 红柱+阳柱确认 [绿柱堆内 DIF 拐头]
CZCE.PR605,2026-01-29 10:45:00.000000,6314.0,2026-01-30 09:10:00.000000,6322.0,6258.00,5,240.00,0.13%,初始止损 (前前绿柱堆 K 线低点:6258.00),60m 底背离确认 (低:5940.00→6216.00) + 5m 红柱+阳柱确认 [绿柱堆内 DIF 拐头]
CZCE.PR605,2026-02-06 09:00:00.000000,6106.0,2026-02-12 10:40:00.000000,6212.0,6068.00,7,3180.00,1.74%,初始止损 (前一个绿柱堆低点:6068.00 (低于前前:6100.00)),红柱堆底部抬升 (绿柱低:6052.00→红柱拐头低:6070.00) + 5m 红柱+阳柱确认 [红柱堆内 DIF 拐头]
CZCE.PR605,2026-02-24 09:30:00.000000,6230.0,2026-02-25 22:15:00.000000,6228.0,6094.00,4,-60.00,-0.03%,初始止损 (前前绿柱堆 K 线低点:6094.00),60m 底背离确认 (低:6052.00→6094.00) + 5m 红柱+阳柱确认 [绿柱堆内 DIF 拐头]
CZCE.PR605,2026-02-26 09:30:00.000000,6278.0,2026-02-26 10:30:00.000000,6206.0,6206.00,1,-2160.00,-1.15%,初始止损 (前一个绿柱堆低点:6206.00 (低于前前:6228.00)),60m 底背离确认 (低:6094.00→6106.00) + 5m 红柱+阳柱确认 [绿柱堆内 DIF 拐头]
